id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,iso3,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,gwnoa,gwnob
,,#date+year,,,,,,,,,,,,#group+name+first,,,#group+name+second,,#meta+source,,,#description,,,#loc+name,,#adm1+name,#adm2+name,#geo+lat,#geo+lon,,,#country+name,#country+code,,#region+name,,,#date+start,#date+end,,,,,#affected+killed,,,,
313471,MZM-2019-1-16022-32,2019,1,Clear,1,14845,14845,Mozambique: Islamic State,16022,16022,Government of Mozambique - IS,100,100,Government of Mozambique,234,234,IS,2,"""Carta de Mocambique,2019-11-04,""Guerra em Cabo Delgado"": contornos das operações das FDS e da barbárie dos insurgentes em Muidumbe, Macomia e Mocímboa da Praia que culminou com mais de 30 mortes e detenções "";""Carta de Mocambique,2019-11-04,""Guerra"" em Cabo Delgado: Insurgentes matam treze pessoas em ataque à viatura em Mocímboa da Praia """,Carta de Mocambique;Carta de Mocambique,2019-11-04;2019-11-04,"""Guerra em Cabo Delgado"": contornos das operações das FDS e da barbárie dos insurgentes em Muidumbe, Macomia e Mocímboa da Praia que culminou com mais de 30 mortes e detenções ;""Guerra"" em Cabo Delgado: Insurgentes matam treze pessoas em ataque à viatura em Mocímboa da Praia","Carta, MDN",2,Marere village,"Gaza region and in the Marere area, at the mouth of the Messalo river, Mocimboa da Praia district, Cabo Delgado.",Cabo Delgado province,Mocímboa da Praia district,-11.661126,40.363355,POINT (40.363355 -11.661126),112761,Mozambique,MOZ,541,Africa,1,2,2019-10-31 00:00:00.000,2019-11-01 00:00:00.000,0,0,0,0,0,1,0,541,
323082,MZM-2019-1-16022-31,2019,1,Clear,1,14845,14845,Mozambique: Islamic State,16022,16022,Government of Mozambique - IS,100,100,Government of Mozambique,234,234,IS,2,"""Carta de Mocambique,2019-11-04,""Guerra em Cabo Delgado"": contornos das operações das FDS e da barbárie dos insurgentes em Muidumbe, Macomia e Mocímboa da Praia que culminou com mais de 30 mortes e detenções "";""Carta de Mocambique,2019-11-04,""Guerra"" em Cabo Delgado: Insurgentes matam treze pessoas em ataque à viatura em Mocímboa da Praia """,Carta de Mocambique;Carta de Mocambique,2019-11-04;2019-11-04,"""Guerra em Cabo Delgado"": contornos das operações das FDS e da barbárie dos insurgentes em Muidumbe, Macomia e Mocímboa da Praia que culminou com mais de 30 mortes e detenções ;""Guerra"" em Cabo Delgado: Insurgentes matam treze pessoas em ataque à viatura em Mocímboa da Praia","Carta, MDN",2,Gaza area,"Gaza region and in the Marere area, at the mouth of the Messalo river, Mocimboa da Praia district, Cabo Delgado.",Cabo Delgado province,Macomia district,-11.790475,40.320954,POINT (40.320954 -11.790475),112761,Mozambique,MOZ,541,Africa,1,2,2019-10-31 00:00:00.000,2019-11-01 00:00:00.000,0,0,0,0,0,1,0,541,
313469,MZM-2019-1-16022-33,2019,1,Clear,1,14845,14845,Mozambique: Islamic State,16022,16022,Government of Mozambique - IS,100,100,Government of Mozambique,234,234,IS,1,"""Carta de Mocambique,2019-11-04,""Guerra em Cabo Delgado"": contornos das operações das FDS e da barbárie dos insurgentes em Muidumbe, Macomia e Mocímboa da Praia que culminou com mais de 30 mortes e detenções """,Carta de Mocambique,2019-11-04,"""Guerra em Cabo Delgado"": contornos das operações das FDS e da barbárie dos insurgentes em Muidumbe, Macomia e Mocímboa da Praia que culminou com mais de 30 mortes e detenções",Carta,2,Namaneco village,"near Namaneco, Quiterajo Administrative Post in Macomia District",Cabo Delgado province,Macomia district,-11.845940,40.425045,POINT (40.425045 -11.84594),112761,Mozambique,MOZ,541,Africa,1,1,2019-11-02 00:00:00.000,2019-11-02 00:00:00.000,0,1,0,0,1,1,1,541,
416501,MZM-2019-1-16022-42,2019,1,Clear,1,14845,14845,Mozambique: Islamic State,16022,16022,Government of Mozambique - IS,100,100,Government of Mozambique,234,234,IS,1,"""CABO LIGADO,2021-10-05,Cabo Ligado Weekly: 27 September-3 October""",CABO LIGADO,2021-10-05,Cabo Ligado Weekly: 27 September-3 October,Wagner action report,2,Limala village,"near Limala, in southern Mocimboa da Praia district",Cabo Delgado province,Mocímboa da Praia district,-11.674260,40.271608,POINT (40.271608 -11.67426),112761,Mozambique,MOZ,541,Africa,1,1,2019-11-05 00:00:00.000,2019-11-05 00:00:00.000,1,0,0,0,1,1,1,541,
319602,MZM-2019-1-16022-9,2019,1,Clear,1,14845,14845,Mozambique: Islamic State,16022,16022,Government of Mozambique - IS,100,100,Government of Mozambique,234,234,IS,2,"""BBC Monitoring Africa,2019-11-11,IS claims deadly attack on Mozambique army"";""Carta de Mocambique,2019-11-12,Ataques em Cabo Delgado: assassinatos, detenções e raptos continuam na ordem do dia""",BBC Monitoring Africa;Carta de Mocambique,2019-11-11;2019-11-12,"IS claims deadly attack on Mozambique army;Ataques em Cabo Delgado: assassinatos, detenções e raptos continuam na ordem do dia","IS, Carta de Mocambique",2,Road 766 between Macomia and Mucojo,"Macomia District of Cabo Delgado Province
/in the quarry area, in the stretch Macomia-Mucojo section / IS attack in village named as ""Angoungul""",Cabo Delgado province,Macomia district,-12.104444,40.272500,POINT (40.2725 -12.104444),112041,Mozambique,MOZ,541,Africa,1,1,2019-11-10 00:00:00.000,2019-11-10 00:00:00.000,2,0,0,0,2,4,2,541,
319731,MZM-2019-1-16022-34,2019,1,Clear,1,14845,14845,Mozambique: Islamic State,16022,16022,Government of Mozambique - IS,100,100,Government of Mozambique,234,234,IS,1,"""Carta de Mocambique,2019-11-18,Cabo Delgado em “chamas”: detalhes sobre os ataques às aldeias de Palma, Macomia e Muidumbe """,Carta de Mocambique,2019-11-18,"Cabo Delgado em “chamas”: detalhes sobre os ataques às aldeias de Palma, Macomia e Muidumbe",Carta,2,Miangalewa village,"vicinity of the Messalo River, Miangalewa region",Cabo Delgado province,Muidumbe district,-11.831667,40.093333,POINT (40.093333 -11.831667),112761,Mozambique,MOZ,541,Africa,1,1,2019-11-12 00:00:00.000,2019-11-12 00:00:00.000,8,0,0,0,8,8,0,541,
319730,MZM-2019-1-16022-11,2019,1,Clear,1,14845,14845,Mozambique: Islamic State,16022,16022,Government of Mozambique - IS,100,100,Government of Mozambique,234,234,IS,3,"""Carta de Mocambique,2019-11-17,Insurgentes voltam a matar e destruir em Miangalewa "";""All Africa,2019-11-26,Terrorists Allegedly Kill Six Members of Defence Forces
CR 	Agencia de Informacao de Mocambique"";""BBC Monitoring Africa,2019-11-22,IS claims deadly attack on Russian and local troops in Mozambique""",Carta de Mocambique;All Africa;BBC Monitoring Africa,2019-11-17;2019-11-26;2019-11-22,"Insurgentes voltam a matar e destruir em Miangalewa ;Terrorists Allegedly Kill Six Members of Defence Forces
CR 	Agencia de Informacao de Mocambique;IS claims deadly attack on Russian and local troops in Mozambique",Carta,1,Miangalewa village,Miangalewa village,Cabo Delgado province,Muidumbe district,-11.831667,40.093333,POINT (40.093333 -11.831667),112761,Mozambique,MOZ,541,Africa,1,1,2019-11-16 00:00:00.000,2019-11-16 00:00:00.000,0,0,0,3,3,3,3,541,
319610,MZM-2019-1-16022-10,2019,1,Clear,1,14845,14845,Mozambique: Islamic State,16022,16022,Government of Mozambique - IS,100,100,Government of Mozambique,234,234,IS,6,"""BBC Monitoring Africa,2019-11-22,IS claims deadly attack on Russian and local troops in Mozambique"";""All Africa,2019-11-26,Terrorists Allegedly Kill Six Members of Defence Forces
CR 	Agencia de Informacao de Mocambique"";""Carta de Mocambique,2019-11-18,Seis elementos das FDS mortos no acampamento de Demaio, em Cabo Delgado"";""Carta de Mocambique,2019-11-17,Insurgentes voltam a matar e destruir em Miangalewa "";""Carta de Mocambique,2019-11-18,Cabo Delgado em “chamas”: detalhes sobre os ataques às aldeias de Palma, Macomia e Muidumbe "";""Crisis Watch,2019-12-01,Mozambique  NOVEMBER 2019""",BBC Monitoring Africa;All Africa;Carta de Mocambique;Carta de Mocambique;Carta de Mocambique;Crisis Watch,2019-11-22;2019-11-26;2019-11-18;2019-11-17;2019-11-18;2019-12-01,"IS claims deadly attack on Russian and local troops in Mozambique;Terrorists Allegedly Kill Six Members of Defence Forces
CR 	Agencia de Informacao de Mocambique;Seis elementos das FDS mortos no acampamento de Demaio, em Cabo Delgado;Insurgentes voltam a matar e destruir em Miangalewa ;Cabo Delgado em “chamas”: detalhes sobre os ataques às aldeias de Palma, Macomia e Muidumbe ;Mozambique  NOVEMBER 2019","al-Naba, Carta de Mocambique",1,Primeiro de Maio-Nguri village,"village of ""Dimayo"" / Demaio / Primeiro de Maio, 1 km ""Minglayowa""/ Miangelewa",Cabo Delgado province,Muidumbe district,-11.806286,40.109949,POINT (40.109949 -11.806286),112761,Mozambique,MOZ,541,Africa,1,1,2019-11-16 00:00:00.000,2019-11-16 00:00:00.000,6,0,0,0,6,6,5,541,
319659,MZM-2019-1-16022-35,2019,1,Clear,1,14845,14845,Mozambique: Islamic State,16022,16022,Government of Mozambique - IS,100,100,Government of Mozambique,234,234,IS,2,"""Crisis Watch,2019-12-01,Mozambique  NOVEMBER 2019"";""Carta de Mocambique,2019-11-22,FDS matam oito supostos insurgentes""",Crisis Watch;Carta de Mocambique,2019-12-01;2019-11-22,Mozambique  NOVEMBER 2019;FDS matam oito supostos insurgentes,"CrisisWatch, Carta de Mocambique",1,Mucojo village,"Administrative Post of Mucojo, Macomia district.",Cabo Delgado province,Macomia district,-12.069278,40.478181,POINT (40.478181 -12.069278),112041,Mozambique,MOZ,541,Africa,1,1,2019-11-16 00:00:00.000,2019-11-16 00:00:00.000,0,0,0,0,0,8,0,541,
319660,MZM-2019-1-16022-36,2019,1,Clear,1,14845,14845,Mozambique: Islamic State,16022,16022,Government of Mozambique - IS,100,100,Government of Mozambique,234,234,IS,2,"""Carta de Mocambique,2019-11-28,Insurgentes causam mais três mortos em Nangade "";""Crisis Watch,2019-12-01,Mozambique  NOVEMBER 2019""",Carta de Mocambique;Crisis Watch,2019-11-28;2019-12-01,Insurgentes causam mais três mortos em Nangade ;Mozambique  NOVEMBER 2019,"CrisisWatch, Carta",1,Litingina village,"Litingina, Nangade district.",Cabo Delgado province,Nangade district,-11.221944,39.637778,POINT (39.637778 -11.221944),113480,Mozambique,MOZ,541,Africa,1,1,2019-11-27 00:00:00.000,2019-11-27 00:00:00.000,2,0,0,1,3,3,2,541,
319640,MZM-2019-1-16022-37,2019,1,Clear,1,14845,14845,Mozambique: Islamic State,16022,16022,Government of Mozambique - IS,100,100,Government of Mozambique,234,234,IS,2,"""All Africa,2019-12-05,18 Die in Latest Cabo Delgado Clashes
CR 	Agencia de Informacao de Mocambique"";""Carta de Mocambique,2019-12-05,Abatidos 12 insurgentes em Palma… Mortos quatro civis em Macomia """,All Africa;Carta de Mocambique,2019-12-05;2019-12-05,"18 Die in Latest Cabo Delgado Clashes
CR 	Agencia de Informacao de Mocambique;Abatidos 12 insurgentes em Palma… Mortos quatro civis em Macomia",Carta de Mocambique,2,Olumbe village,"near Olumbi village, in Palma district",Cabo Delgado province,Palma district,-10.991389,40.476944,POINT (40.476944 -10.991389),114201,Mozambique,MOZ,541,Africa,1,1,2019-11-30 00:00:00.000,2019-11-30 00:00:00.000,1,4,0,0,5,5,5,541,
319641,MZM-2019-1-16022-38,2019,1,Clear,1,14845,14845,Mozambique: Islamic State,16022,16022,Government of Mozambique - IS,100,100,Government of Mozambique,234,234,IS,2,"""Carta de Mocambique,2019-12-05,Abatidos 12 insurgentes em Palma… Mortos quatro civis em Macomia "";""All Africa,2019-12-05,18 Die in Latest Cabo Delgado Clashes
CR 	Agencia de Informacao de Mocambique""",Carta de Mocambique;All Africa,2019-12-05;2019-12-05,"Abatidos 12 insurgentes em Palma… Mortos quatro civis em Macomia ;18 Die in Latest Cabo Delgado Clashes
CR 	Agencia de Informacao de Mocambique",Carta de Mocambique,1,Olumbe village,Olumbi,Cabo Delgado province,Palma district,-10.991389,40.476944,POINT (40.476944 -10.991389),114201,Mozambique,MOZ,541,Africa,1,1,2019-12-02 00:00:00.000,2019-12-02 00:00:00.000,0,8,0,0,8,8,8,541,
321919,MZM-2019-1-16022-39,2019,1,Clear,1,14845,14845,Mozambique: Islamic State,16022,16022,Government of Mozambique - IS,100,100,Government of Mozambique,234,234,IS,2,"""Carta de Mocambique,2019-12-09,Ataques em Cabo Delgado: Insurgentes continuam a semear terror "";""All Africa,2019-12-20,Police Admit Car Captured, 35 Dead in 3 Weeks
CR 	Mozambique News Reports And Clippings""",Carta de Mocambique;All Africa,2019-12-09;2019-12-20,"Ataques em Cabo Delgado: Insurgentes continuam a semear terror ;Police Admit Car Captured, 35 Dead in 3 Weeks
CR 	Mozambique News Reports And Clippings","AIM, Carta da Mocambique, O Pais",2,Matapata village,"road that connects Mocímboa da Praia and Palma, specifically in the village of Matapata, about 25 km from the district headquarters of Palma.",Cabo Delgado province,Palma district,-10.928172,40.280105,POINT (40.280105 -10.928172),114201,Mozambique,MOZ,541,Africa,1,1,2019-12-04 00:00:00.000,2019-12-04 00:00:00.000,0,0,0,2,2,2,2,541,
321867,MZM-2019-1-16022-13,2019,1,Clear,1,14845,14845,Mozambique: Islamic State,16022,16022,Government of Mozambique - IS,100,100,Government of Mozambique,234,234,IS,5,"""Carta de Mocambique,2019-12-09,Ataques em Cabo Delgado: Insurgentes continuam a semear terror "";""BBC Monitoring Africa,2019-12-06,IS claims killing 16 soldiers in northern Mozambique"";""All Africa,2019-12-20,Police Admit Car Captured, 35 Dead in 3 Weeks
CR 	Mozambique News Reports And Clippings"";""Agence France Presse,2020-01-04,Several killed in ambush by suspected Islamists in Mozambique"";""Carta de Mocambique,2019-12-09,Ataques em Cabo Delgado: Insurgentes continuam a semear terror """,Carta de Mocambique;BBC Monitoring Africa;All Africa;Agence France Presse;Carta de Mocambique,2019-12-09;2019-12-06;2019-12-20;2020-01-04;2019-12-09,"Ataques em Cabo Delgado: Insurgentes continuam a semear terror ;IS claims killing 16 soldiers in northern Mozambique;Police Admit Car Captured, 35 Dead in 3 Weeks
CR 	Mozambique News Reports And Clippings;Several killed in ambush by suspected Islamists in Mozambique;Ataques em Cabo Delgado: Insurgentes continuam a semear terror","Amaq, Carta de Mocambique, police commander",1,Marere village,"village named ""Malali"" in Mocimboa da Praia District / Marere village at the Mbau Administrative Post",Cabo Delgado province,Mocímboa da Praia district,-11.661126,40.363355,POINT (40.363355 -11.661126),112761,Mozambique,MOZ,541,Africa,1,1,2019-12-06 00:00:00.000,2019-12-06 00:00:00.000,10,0,2,0,12,18,11,541,
322622,MZM-2019-1-16022-40,2019,1,Clear,1,14845,14845,Mozambique: Islamic State,16022,16022,Government of Mozambique - IS,100,100,Government of Mozambique,234,234,IS,2,"""Carta de Mocambique,2019-12-23,Dois mortos em ataque a um autocarro em Cabo Delgado "";""Carta de Mocambique,2019-12-23,Insurgentes voltam a atacar Chitunda em Muidumbe """,Carta de Mocambique;Carta de Mocambique,2019-12-23;2019-12-23,Dois mortos em ataque a um autocarro em Cabo Delgado ;Insurgentes voltam a atacar Chitunda em Muidumbe,CartaMZ,2,Chitunda village,two kilometers from the village of Chitunda in Muidumbe district,Cabo Delgado province,Muidumbe district,-11.703621,39.982002,POINT (39.982002 -11.703621),112760,Mozambique,MOZ,541,Africa,1,1,2019-12-21 00:00:00.000,2019-12-21 00:00:00.000,0,0,0,2,2,2,2,541,
322057,MZM-2020-1-16022-46,2020,1,Clear,1,14845,14845,Mozambique: Islamic State,16022,16022,Government of Mozambique - IS,100,100,Government of Mozambique,234,234,IS,1,"""Jasmine Opperman,2020-01-09,Mozambique""",Jasmine Opperman,2020-01-09,Mozambique,Jasmine Opperman twitter,2,Magaia village,Mungue,Cabo Delgado province,Muidumbe district,-11.645684,39.958467,POINT (39.958467 -11.645684),112760,Mozambique,MOZ,541,Africa,1,1,2020-01-09 00:00:00.000,2020-01-09 00:00:00.000,0,0,0,1,1,4,0,541,
322702,MZM-2020-1-16022-47,2020,1,Clear,1,14845,14845,Mozambique: Islamic State,16022,16022,Government of Mozambique - IS,100,100,Government of Mozambique,234,234,IS,4,"""Carta de Mocambique,2020-01-13,Cabo Delgado: Insurgentes atacam quatro comunidades e causam cinco mortos em menos de 24 horas "";""All Africa,2020-01-20,Three Dead in Attack On Minibus
CR 	Agencia de Informacao de Mocambique"";""Carta de Mocambique,2020-01-20,Insurgentes atacam viatura e matam três pessoas, em Mocímboa da Praia "";""Jasmine Opperman,2020-01-09,Mozambique""",Carta de Mocambique;All Africa;Carta de Mocambique;Jasmine Opperman,2020-01-13;2020-01-20;2020-01-20;2020-01-09,"Cabo Delgado: Insurgentes atacam quatro comunidades e causam cinco mortos em menos de 24 horas ;Three Dead in Attack On Minibus
CR 	Agencia de Informacao de Mocambique;Insurgentes atacam viatura e matam três pessoas, em Mocímboa da Praia ;Mozambique",CartaMZ,1,Magaia village,Magaia in the district of Muidumbe,Cabo Delgado province,Muidumbe district,-11.645684,39.958467,POINT (39.958467 -11.645684),112760,Mozambique,MOZ,541,Africa,1,1,2020-01-10 00:00:00.000,2020-01-10 00:00:00.000,1,0,2,0,3,3,3,541,
326105,MZM-2020-1-16022-0,2020,1,Clear,1,14845,14845,Mozambique: Islamic State,16022,16022,Government of Mozambique - IS,100,100,Government of Mozambique,234,234,IS,3,"""BBC Monitoring Africa,2020-01-24,IS claims killing 22 soldiers in northern Mozambique"";""Crisis Watch,2020-02-01,Mozambique  JANUARY 2020"";""Carta de Mocambique,2020-01-29,Comando-Geral diz estar a perseguir “homens armados da Renamo” """,BBC Monitoring Africa;Crisis Watch;Carta de Mocambique,2020-01-24;2020-02-01;2020-01-29,IS claims killing 22 soldiers in northern Mozambique;Mozambique  JANUARY 2020;Comando-Geral diz estar a perseguir “homens armados da Renamo”,"IS, ""local media"", CartaMZ",1,Mbau village,"village of Mbau, which is located in Mocimboa da Praia district",Cabo Delgado province,Mocímboa da Praia district,-11.625833,40.176111,POINT (40.176111 -11.625833),112761,Mozambique,MOZ,541,Africa,1,1,2020-01-23 00:00:00.000,2020-01-23 00:00:00.000,15,0,0,0,15,22,15,541,
326707,MZM-2020-1-16022-48,2020,1,Clear,1,14845,14845,Mozambique: Islamic State,16022,16022,Government of Mozambique - IS,100,100,Government of Mozambique,234,234,IS,1,"""Carta de Mocambique,2020-01-27,FDS baleiam gravemente dois jovens em Macomia """,Carta de Mocambique,2020-01-27,FDS baleiam gravemente dois jovens em Macomia,Carta de Mocambique,1,Runho village,"village of Runho, in the district of Macomia.",Cabo Delgado province,Macomia district,-12.061921,40.387669,POINT (40.387669 -12.061921),112041,Mozambique,MOZ,541,Africa,1,1,2020-01-27 00:00:00.000,2020-01-27 00:00:00.000,0,0,0,0,0,1,0,541,
326260,MZM-2020-1-16022-49,2020,1,Clear,1,14845,14845,Mozambique: Islamic State,16022,16022,Government of Mozambique - IS,100,100,Government of Mozambique,234,234,IS,2,"""All Africa,2020-02-04,Terrorists Attack Village, Kidnap Women
CR 	Agencia de Informacao de Mocambique"";""IFI Advisory,2020-04-20,Islamic State Central Africa Province: Attacks Claimed in Mozambique During 2020""",All Africa;IFI Advisory,2020-02-04;2020-04-20,"Terrorists Attack Village, Kidnap Women
CR 	Agencia de Informacao de Mocambique;Islamic State Central Africa Province: Attacks Claimed in Mozambique During 2020",Carta de Mocambique,1,Primeiro de Maio-Nguri village,1st May village in Muidumbe district,Cabo Delgado province,Muidumbe district,-11.806286,40.109949,POINT (40.109949 -11.806286),112761,Mozambique,MOZ,541,Africa,1,1,2020-02-02 00:00:00.000,2020-02-02 00:00:00.000,0,0,1,0,1,6,1,541,
332382,MZM-2020-1-16022-50,2020,1,Clear,1,14845,14845,Mozambique: Islamic State,16022,16022,Government of Mozambique - IS,100,100,Government of Mozambique,234,234,IS,2,"""Carta de Mocambique,2020-02-17,Insurgentes matam três pessoas em Nangade e Meluco"";""Carta de Mocambique,2020-02-11,Insurgentes realizaram mais uma incursão em Quissanga """,Carta de Mocambique;Carta de Mocambique,2020-02-17;2020-02-11,Insurgentes matam três pessoas em Nangade e Meluco;Insurgentes realizaram mais uma incursão em Quissanga,CartaMZ,2,19 de Outubro village (ADPP intersection),ADPP intersection,Cabo Delgado province,Meluco district,-12.474051,40.082136,POINT (40.082136 -12.474051),112041,Mozambique,MOZ,541,Africa,1,1,2020-02-09 00:00:00.000,2020-02-09 00:00:00.000,0,0,0,2,2,2,0,541,
332386,MZM-2020-1-16022-54,2020,1,Clear,1,14845,14845,Mozambique: Islamic State,16022,16022,Government of Mozambique - IS,100,100,Government of Mozambique,234,234,IS,2,"""Carta de Mocambique,2020-02-17,A insurgência chegou ao Niassa?"";""Carta de Mocambique,2020-07-13,Ataque a Mecula, no Niassa: Um dos integrantes do grupo é natural de Macomia """,Carta de Mocambique;Carta de Mocambique,2020-02-17;2020-07-13,"A insurgência chegou ao Niassa?;Ataque a Mecula, no Niassa: Um dos integrantes do grupo é natural de Macomia","police source, CartaMZ",3,Mecula district,"district of Mecula, Niassa province",Niassa province,Mecula district,-11.957880,37.565480,POINT (37.56548 -11.95788),112756,Mozambique,MOZ,541,Africa,1,1,2020-02-12 00:00:00.000,2020-02-12 00:00:00.000,0,8,0,0,8,8,0,541,
354617,MZM-2020-1-16022-56,2020,1,Clear,1,14845,14845,Mozambique: Islamic State,16022,16022,Government of Mozambique - IS,100,100,Government of Mozambique,234,234,IS,1,"""Crisis Watch,2020-02-29,Mozambique  FEBRUARY 2020""",Crisis Watch,2020-02-29,Mozambique  FEBRUARY 2020,Crisis Watch,3,Nangade district,Nangade district,Cabo Delgado province,Nangade district,-11.157390,39.775480,POINT (39.77548 -11.15739),113480,Mozambique,MOZ,541,Africa,1,1,2020-02-14 00:00:00.000,2020-02-14 00:00:00.000,0,0,1,0,1,3,1,541,
332323,MZM-2020-1-16022-1,2020,1,Clear,1,14845,14845,Mozambique: Islamic State,16022,16022,Government of Mozambique - IS,100,100,Government of Mozambique,234,234,IS,4,"""BBC Monitoring Africa,2020-02-24,IS claims twin attacks on army in Mozambique"";""Carta de Mocambique,2020-02-26,Ataques mataram mais de 10 pessoas em Cabo Delgado na última semana "";""Jasmine Opperman,2020-02-24,Jasmine Opperman Twitter Feed"";""Crisis Watch,2020-02-29,Mozambique  FEBRUARY 2020""",BBC Monitoring Africa;Carta de Mocambique;Jasmine Opperman;Crisis Watch,2020-02-24;2020-02-26;2020-02-24;2020-02-29,IS claims twin attacks on army in Mozambique;Ataques mataram mais de 10 pessoas em Cabo Delgado na última semana ;Jasmine Opperman Twitter Feed;Mozambique  FEBRUARY 2020,"Amaq, Jasmine Opperman, CartaMZ",2,Chiculua village,barracks in a village located in Mocimboa da Praia /Chiculua close to village of Maputo (about 40 km southwest of Palma).,Cabo Delgado province,Mocímboa da Praia district,-11.251224,40.343927,POINT (40.343927 -11.251224),113481,Mozambique,MOZ,541,Africa,1,1,2020-02-19 00:00:00.000,2020-02-19 00:00:00.000,4,0,0,0,4,4,1,541,
336297,MZM-2020-1-16022-55,2020,1,Clear,1,14845,14845,Mozambique: Islamic State,16022,16022,Government of Mozambique - IS,100,100,Government of Mozambique,234,234,IS,2,"""BBC Monitoring Africa,2020-03-11,Militants kill at least 12 soldiers in northern Mozambique"";""Crisis Watch,2020-04-01,Mozambique  MARCH 2020""",BBC Monitoring Africa;Crisis Watch,2020-03-11;2020-04-01,Militants kill at least 12 soldiers in northern Mozambique;Mozambique  MARCH 2020,"Jasmine Opperman, Crisis Watch",2,Chomba village,"areas of Mueda/Chomba, 30 km northwest of Mueda town and Nangade",Cabo Delgado province,Mueda district,-11.543320,39.355546,POINT (39.355546 -11.54332),112759,Mozambique,MOZ,541,Africa,1,1,2020-03-10 00:00:00.000,2020-03-10 00:00:00.000,6,0,0,0,6,9,6,541,
354604,MZM-2020-1-16022-53,2020,1,Clear,1,14845,14845,Mozambique: Islamic State,16022,16022,Government of Mozambique - IS,100,100,Government of Mozambique,234,234,IS,2,"""BBC Monitoring Africa,2020-03-11,Militants kill at least 12 soldiers in northern Mozambique"";""Crisis Watch,2020-04-01,Mozambique  MARCH 2020""",BBC Monitoring Africa;Crisis Watch,2020-03-11;2020-04-01,Militants kill at least 12 soldiers in northern Mozambique;Mozambique  MARCH 2020,"Jasmine Opperman, Crisis Watch",2,Nangade town,army outposts near Mueda and Nangade,Cabo Delgado province,Nangade district,-11.074488,39.674699,POINT (39.674699 -11.074488),113480,Mozambique,MOZ,541,Africa,1,1,2020-03-10 00:00:00.000,2020-03-10 00:00:00.000,6,0,0,0,6,9,6,541,
336561,MZM-2020-1-16022-8,2020,1,Clear,1,14845,14845,Mozambique: Islamic State,16022,16022,Government of Mozambique - IS,100,100,Government of Mozambique,234,234,IS,1,"""Crisis Watch,2020-04-01,Mozambique  MARCH 2020""",Crisis Watch,2020-04-01,Mozambique  MARCH 2020,Crisis Watch,1,Nguia village,"Nguia village, Quissanga district",Cabo Delgado province,Meluco district,-12.490787,40.076915,POINT (40.076915 -12.490787),112041,Mozambique,MOZ,541,Africa,1,1,2020-03-10 00:00:00.000,2020-03-10 00:00:00.000,11,0,0,0,11,11,0,541,
336476,MZM-2020-1-16022-51,2020,1,Clear,1,14845,14845,Mozambique: Islamic State,16022,16022,Government of Mozambique - IS,100,100,Government of Mozambique,234,234,IS,1,"""Carta de Mocambique,2020-03-20,Atacada aldeia Miangalewa na noite de quarta-feira """,Carta de Mocambique,2020-03-20,Atacada aldeia Miangalewa na noite de quarta-feira,Carta de Mocambique,1,Miangalewa village,"village of Miangalewa, in the district of Muidumbe",Cabo Delgado province,Muidumbe district,-11.831667,40.093333,POINT (40.093333 -11.831667),112761,Mozambique,MOZ,541,Africa,1,1,2020-03-18 00:00:00.000,2020-03-18 00:00:00.000,0,0,0,1,1,1,1,541,
